Desc,Desc - Split 1,Desc - Split 2,ID,Portion,Calcium,Calories,Carbs,Chol,Fat,Fiber,Potassium,Protein,Sodium,Sugar,Vitamin C,Water
"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",PEANUT BUTTER,SMOOTH STYLE,16098,2 tbsp,49,598,22.31,0,51.36,5,558,22.21,426,10.49,0,1.23
"COOKIES,CHOC CRM COVERED BISCUIT STKS",COOKIES,CHOC CRM COVERED BISCUIT STKS,28350,1 serving,50,447,51.08,0,22.5,5,181,10,213,25,0,15.09
"ENGLISH MUFFINS,WHEAT,TSTD",ENGLISH MUFFINS,WHEAT,18265,1 oz,193,243,48.7,0,2.1,5,202,9.4,384,1.7,0,37.2
"CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA",CEREALS RTE,GENERAL MILLS,8277,".667 cup,  (1 NLEA serving)",36,381,79.4,0,4.69,5,253,7.9,497,31.89,0.8,5.59
"CEREALS RTE,KASHI ORGANIC PROMISE,RAISIN VINEYARD",CEREALS RTE,KASHI ORGANIC PROMISE,8697,".75 Cup,  (1 NLEA serving)",24,342,79.9,0,0.8,5,294,8.69,279,23.39,1,8.5
"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/ SALT",COWPEAS (BLACKEYES),IMMAT SEEDS,11777,1 cup,128,94,19.73,0,0.38,5,418,3.17,240,3.23,2.2,75.48
"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT",COWPEAS (BLACKEYES),IMMAT SEEDS,11192,1 cup,128,97,20.32,0,0.38,5,418,3.17,4,3.23,2.2,75.48
"COWPEAS (BLACKEYES),IMMAT SEEDS,RAW",COWPEAS (BLACKEYES),IMMAT SEEDS,11191,1 cup,126,90,18.83,0,0.35,5,431,2.95,4,3,2.5,77.2
"BLACKBERRIES,FRZ,UNSWTND",BLACKBERRIES,FRZ,9048,"1 cup, unthawed",29,64,15.67,0,0.43,5,140,1.18,1,10.67,3.1,82.21
"CEREALS RTE,KASHI ORGANIC PROMISE,STRAWBERRY FIELDS",CEREALS RTE,KASHI ORGANIC PROMISE,8463,"1 cup,  (1 NLEA serving)",14,358,83.5,0,0.7,5,123,9.4,337,20.5,19,3.1
"CEREALS RTE,MALT-O-MEAL,OAT BLENDERS W/ HONEY",CEREALS RTE,MALT-O-MEAL,8674,".75 cup,  (1 NLEA serving)",23,396,84.94,0,4.17,5,200,6.78,515,21.62,20,3
"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS",CEREALS RTE,MALT-O-MEAL,8494,".75 cup,  (1 NLEA serving)",333,425,78.33,0,12.06,5,157,3.32,473,32.86,20,3
"CEREALS RTE,KELLOGG,KELLOGG'S HONEY SMACKS",CEREALS RTE,KELLOGG,8071,".75 cup,  (1 NLEA serving)",14,380,88.5,0,2.2,5,183,5.7,142,56.2,22,2.9
"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA",CEREALS RTE,GENERAL MILLS,8270,".75 cup,  (1 NLEA serving)",370,383,84.5,0,4.69,5,228,5.4,488,33.09,22.2,1.89
"CEREALS RTE,GENERAL MILLS,LUCKY CHARMS",CEREALS RTE,GENERAL MILLS,8050,".75 cup,  (1 NLEA serving)",434,380,80.89,0,5.02,5,222,7.67,648,36.13,26.6,4.15
"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",CANDIES,CONFECTIONER'S COATING,19086,"1 cup, chips",110,529,46.88,1,29.8,5,505,18.3,250,38.3,0.3,2.67
"CANDIES,ALMOND JOY CANDY BAR",CANDIES,ALMOND JOY CANDY BAR,19065,"1 package, 1.76 oz",64,479,59.51,4,26.93,5,254,4.13,142,48.34,0.7,8.2
"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",TRAIL MIX,REG,19062,1 cup,109,484,44.9,4,31.9,5,648,14.2,121,23.88,1.3,6.6
"CROUTONS,SEASONED",CROUTONS,SEASONED,18243,.5 oz,96,465,63.5,7,18.3,5,181,10.8,1089,4.41,0,3.6
"GARDENBURGER ORIGINAL,FRZ,UNPREP",GARDENBURGER ORIGINAL,FRZ,16579,1 patty,65,155,22.1,9,4.6,5,177,7.2,684,0.6,0,61.9
"ARCHWAY Home Style Cookies, Coconut Macaroon",ARCHWAY Home Style Cookies,Coconut Macaroon,18524,1 serving,5,460,61.23,0,22.55,5.1,123,3.02,200,45.16,0,11.5
"COOKIES,COCNT MACAROON",COOKIES,COCNT MACAROON,28309,"2 cookie,  1 serving",5,460,61.22,0,22.55,5.1,123,3.02,241,45.16,0,11.5
"MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,FRZ,UNPREP",MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,FRZ,16551,1 burger,62,158,18.2,0,6.2,5.1,376,11.4,741,5,0,61.3
"ROLLS,GLUTEN-FREE,RICE FLR,RICE STARCH,& CORN STARCH",ROLLS,GLUTEN-FREE,28341,1 roll,180,239,50.47,0,2.65,5.1,76,3.34,593,6.87,0,42
"CEREALS,QUAKER,INST GRITS,COUNTRY BACON FLAVOR,DRY",CEREALS,QUAKER,8096,"1 packet,  (1 NLEA serving)",418,340,75.39,0,1.73,5.1,210,9.93,1523,0.38,0,7.37
"Snacks, tortilla chips, nacho cheese",Snacks,tortilla chips,19057,1 oz,137,519,60.81,0,27.42,5.1,223,7.36,691,2.59,0.4,1.66
"BEANS,NAVY,MATURE SEEDS,CND",BEANS,NAVY,16039,1 cup,47,113,20.45,0,0.43,5.1,288,7.53,336,0.28,0.7,70.45
"TAMARINDS,RAW",TAMARINDS,RAW,9322,"1 cup,  pulp",74,239,62.5,0,0.6,5.1,628,2.8,28,38.8,3.5,31.4
"TARO,COOKED,WITHOUT SALT",TARO,COOKED,11519,"1 cup, sliced",18,142,34.6,0,0.11,5.1,484,0.52,15,0.49,5,63.8
"TARO,COOKED,WITH SALT",TARO,COOKED,11878,"1 cup, slices",18,142,34.6,0,0.11,5.1,484,0.52,251,0.49,5,63.8
"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",CEREALS RTE,GENERAL MILLS,8017,".75 cup,  (1 NLEA serving)",385,380,84.5,0,4.4,5.1,231,5.2,457,34.8,23.1,2.3
"CHESTNUTS,EUROPEAN,RSTD",CHESTNUTS,EUROPEAN,12167,1 cup,29,245,52.96,0,2.2,5.1,592,3.17,2,10.6,26,40.48
"PIGEONPEAS,IMMAT SEEDS,RAW",PIGEONPEAS,IMMAT SEEDS,11344,1 cup,42,136,23.88,0,1.64,5.1,552,7.2,5,3,39,65.88
"MORNINGSTAR FARMS BUFFALO CHIK PATTIES,FRZ,UNPREP",MORNINGSTAR FARMS BUFFALO CHIK PATTIES,FRZ,16607,1 patty,57,255,25.2,1,12.8,5.1,220,12.1,757,3,0,48.8
"WORTHINGTON STRIPPLES,FRZ,UNPREP",WORTHINGTON STRIPPLES,FRZ,16535,2 strip,42,346,14.3,2,26.6,5.1,97,12.4,1463,0.8,0,41.9
"MORNINGSTAR FARMS BRKFST BACON STRIPS,FRZ,UNPREP",MORNINGSTAR FARMS BRKFST BACON STRIPS,FRZ,16542,2 strips,42,346,14.3,2,26.6,5.1,97,12.4,1463,0.8,0,41.9
"FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,MILK CHOC PNUT",FORMULATED BAR,SLIM-FAST OPTIMA MEAL BAR,25020,1 bar,668,386,60.21,7,8.92,5.1,289,16.19,253,25,96.6,10.87
"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",COOKIES,CHOC SNDWCH,18167,1 oz,35,481,66.4,0,26.4,5.2,240,3.6,326,49.58,0,2
"PEANUT BUTTER,SMOOTH,RED FAT",PEANUT BUTTER,SMOOTH,16150,2 tablespoon,35,520,35.65,0,34,5.2,669,25.9,540,9.28,0,1.2
"WORTHINGTON FOODS,MORNINGSTAR FARMS BETTER'N BURGERS,FRZ",WORTHINGTON FOODS,MORNINGSTAR FARMS BETTER'N BURGERS,22121,1 Burger,37,132,9.1,0,3.4,5.2,498,16.3,395,0.4,0,68.2
"POPCORN,CARAMEL-COATED,WO/PNUTS",POPCORN,CARAMEL-COATED,19039,1 oz,43,431,79.1,0,12.8,5.2,109,3.8,206,53.19,0,2.8
"BABYFOOD,FINGER SNACKS,GERB,GRADUAT,LIL CRUNCHI - MILD CHEDD",BABYFOOD,FINGER SNACKS,33879,,789,513,57.61,0,27.76,5.2,244,8.26,623,1.6,0,1.64
"CEREALS RTE,POST,HONEY BUNCHES OF OATS,PECAN BUNCHES",CEREALS RTE,POST,8655,".75 cup,  (1 NLEA serving)",19,399,82,0,5.4,5.2,177,7,483,21.9,0.2,2.9
"EDAMAME,FRZ,PREP",EDAMAME,FRZ,11212,1 cup,63,121,8.91,0,5.2,5.2,436,11.91,6,2.18,6.1,72.77
"GARDENBURGER SUN-DRIED TOMATO BASIL BURGER,FRZ,UNPREP",GARDENBURGER SUN-DRIED TOMATO BASIL BURGER,FRZ,16585,1 patty,50,137,23.7,4,3.6,5.2,78,5.5,387,2.6,12,65.5
"MORNINGSTAR FARMS PIZZA,BAJA BLACK BEAN,SINGLE SERVE,FRZ,UNP",MORNINGSTAR FARMS PIZZA,BAJA BLACK BEAN,21515,1 pizza,121,235,36.9,12,6.9,5.2,187,10.6,261,3.3,0,44.9
"BREAD,WHEAT,SPROUTED",BREAD,WHEAT,28316,"1 slice,  1 serving",0,188,33.88,0,0,5.3,198,13.16,474,2.63,0,50.88
"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",BEANS,PINK,16041,1 cup,52,149,27.91,0,0.49,5.3,508,9.06,2,0.36,0,61.2
"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",BEANS,PINK,16341,1 cup,52,149,27.91,0,0.49,5.3,508,9.06,238,0.36,0,61.2
"BREAD,RICE BRAN,TOASTED",BREAD,RICE BRAN,18384,1 oz,75,264,47.3,0,5,5.3,212,9.7,292,5.08,0,35.9
"SNACKS,TORTILLA CHIPS,UNSALTED,WHITE CORN",SNACKS,TORTILLA CHIPS,43364,1 cup,174,503,65.32,0,23.36,5.3,215,7.79,15,1,0,2.09
"CRANBERRIES,DRIED,SWTND",CRANBERRIES,DRIED,9079,.25 cup,9,308,82.8,0,1.09,5.3,49,0.17,5,72.56,0.2,15.79
"TORTILLA CHIPS,LOFAT,BKD WO/FAT",TORTILLA CHIPS,LOFAT,19433,1 oz,159,415,80,0,5.7,5.3,272,11,517,0.67,0.2,1.7
"TORTILLA CHIPS,LOFAT,UNSALTED",TORTILLA CHIPS,LOFAT,19833,1 oz,159,416,80.1,0,5.7,5.3,272,11,15,0.85,0.2,1.7
"BEANS,KIDNEY,RED,MATURE SEEDS,CND,SOL & LIQ,LO NA",BEANS,KIDNEY,16337,1 cup,29,81,14.83,0,0.36,5.3,260,5.22,117,1.85,0.8,77.96
"GRANOLA BARS,HARD,PLAIN",GRANOLA BARS,HARD,19015,1 bar,61,471,64.4,0,19.8,5.3,336,10.1,294,28.57,0.9,3.9
"BOYSENBERRIES,FRZ,UNSWTND",BOYSENBERRIES,FRZ,9057,"1 cup, unthawed",27,50,12.19,0,0.26,5.3,139,1.1,1,6.89,3.1,85.9
"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",LIMA BNS,IMMAT SEEDS,11714,1 cup,32,123,23.64,0,0.32,5.3,570,6.81,253,1.63,10.1,67.17
"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,WO/SALT",LIMA BNS,IMMAT SEEDS,11038,1 cup,30,103,19.32,0,0.34,5.3,304,6.07,69,1.34,12.8,72.98
"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",LIMA BNS,IMMAT SEEDS,11717,1 cup,30,103,19.32,0,0.34,5.3,304,6.07,289,1.34,12.8,72.98
"LOGANBERRIES,FROZEN",LOGANBERRIES,FROZEN,9167,"1 cup, unthawed",26,55,13.02,0,0.31,5.3,145,1.52,1,7.7,15.3,84.61
"BLACKBERRIES,RAW",BLACKBERRIES,RAW,9042,1 cup,29,43,9.61,0,0.49,5.3,162,1.39,1,4.88,21,88.15
"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",CEREALS RTE,GENERAL MILLS,8513,".75 cup,  (1 NLEA serving)",357,381,84.4,0,4.4,5.3,249,5.59,539,36.79,21.4,2.29
MISO,MISO,,16112,1 tbsp,57,198,25.37,0,6.01,5.4,210,12.79,3728,6.2,0,43.02
"ROLLS,PUMPERNICKEL",ROLLS,PUMPERNICKEL,43441,"1 medium,  (2-1/2"" dia)",67,276,51.87,0,2.8,5.4,208,10.8,492,0.4,0,32
"TORTILLA CHIPS,PLAIN",TORTILLA CHIPS,PLAIN,19056,1 oz,106,472,67.78,0,20.68,5.4,182,7.1,328,0.78,0,2.64
CHOCOLATE-FLAVORED HAZELNUT SPRD,CHOCOLATE-FLAVORED HAZELNUT SPRD,,19125,"1 serving, 2 TBSP",108,541,62.16,0,29.73,5.4,407,5.41,41,54.05,0,1.07
"PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",PANCAKES,PLN,18291,1 oz,342,355,73.6,0,1.7,5.4,191,10,1496,2.21,0,9.1
"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",BROADBEANS (FAVA BNS),MATURE SEEDS,16053,1 cup,36,110,19.65,0,0.4,5.4,268,7.6,5,1.82,0.3,71.54
"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",BROADBEANS (FAVA BNS),MATURE SEEDS,16353,1 cup,36,110,19.65,0,0.4,5.4,268,7.6,241,1.82,0.3,71.54
"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",LIMA BNS,IMMAT SEEDS,11032,1 cup,32,123,23.64,0,0.32,5.4,570,6.81,17,1.63,10.1,67.17
"ARTICHOKES,(GLOBE OR FRENCH),RAW",ARTICHOKES,(GLOBE OR FRENCH),11007,"1 artichoke,  medium",44,47,10.51,0,0.15,5.4,370,3.27,94,0.99,11.7,84.94
NATTO,NATTO,,16113,1 cup,217,211,12.68,0,11,5.4,729,19.4,7,4.89,13,55.02
"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ REAL STRAWBERRIES",CEREALS RTE,POST,8662,".75 cup,  (1 NLEA serving)",26,399,83.3,0,4.9,5.4,219,6.7,410,24,15.6,2.9
"SAPOTE,MAMEY,RAW",SAPOTE,MAMEY,9314,"1 cup, 1"" pieces",18,124,32.1,0,0.46,5.4,454,1.45,7,20.14,23,64.87
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START ANTIOXIDANTS CRL",CEREALS RTE,KELLOGG,8318,"1 cup,  (1 NLEA serving)",29,371,86.8,0,1.5,5.4,182,7.5,398,27.79,30,2.5
"GUAVAS,COMMON,RAW",GUAVAS,COMMON,9139,1 cup,18,68,14.32,0,0.95,5.4,417,2.55,2,8.92,228.3,80.8
"CANDIES,SWEET CHOCOLATE",CANDIES,SWEET CHOCOLATE,19081,1 oz,24,507,60.4,0,34.2,5.5,290,3.9,16,51.48,0,0.5
"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ ALMONDS",CEREALS RTE,POST,42240,".75 cup,  (1 NLEA serving)",35,409,79.6,0,7.3,5.5,211,7.7,417,20,0,2.9
"SOY PROT CONC,PRODUCED BY ACID WASH",SOY PROT CONC,PRODUCED BY ACID WASH,16420,1 oz,363,328,25.41,0,0.46,5.5,450,63.63,900,20,0,5.8
"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION,16121,1 oz,363,328,25.41,0,0.46,5.5,2202,63.63,3,20,0,5.8
"BEANS,PINTO,CND,DRND SOL",BEANS,PINTO,16146,"1 can, drained solids",63,114,20.22,0,0.9,5.5,274,6.99,239,0.54,0.1,70.6
"BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL",BEANS,KIDNEY,16145,"1 can, drained solids",57,124,21.49,0,1.05,5.5,277,7.98,231,3.8,0.2,68.11
"NUTS,MXD NUTS,OIL RSTD,WO/ PNUTS,W/ SALT ADDED",NUTS,MXD NUTS,12638,1 cup,106,615,22.27,0,56.17,5.5,544,15.52,306,4.38,0.5,3.15
"BEANS,BKD,CND,NO SALT ADDED",BEANS,BKD,43449,1 cup,50,105,20.49,0,0.4,5.5,296,4.8,1,7.78,3.1,72.6
"PEAS,GRN,CKD,BLD,DRND,WO/SALT",PEAS,GRN,11305,1 cup,27,84,15.63,0,0.22,5.5,271,5.36,3,5.93,14.2,77.87
"PEAS,GRN,CKD,BLD,DRND,W/SALT",PEAS,GRN,11811,1 cup,27,84,15.63,0,0.22,5.5,271,5.36,239,5.93,14.2,77.87
"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP",LIMA BNS,IMMAT SEEDS,11037,1 cup,24,106,19.83,0,0.35,5.5,478,6.4,58,1.39,19.3,72.05
"CEREALS RTE,GENERAL MILLS,PNUT BUTTER TOAST CRUNCH",CEREALS RTE,GENERAL MILLS,8634,".75 cup,  (1 NLEA serving)",323,410,76.19,0,9.8,5.5,264,8.19,452,27.1,19.4,2.59
"MORNINGSTAR FARMS GRILLERS BRGR STYL RECIPE CRMBL,FRZ,UNPREP",MORNINGSTAR FARMS GRILLERS BRGR STYL RECIPE CRMBL,FRZ,22120,.5 cup,32,135,8.3,0,4.3,5.6,188,18.5,434,1.1,0,65.9
"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",PEANUT BUTTER,SMOOTH,16155,2 tbsp,43,591,18.75,0,50.81,5.6,667,25.72,420,10.47,0,1.47
"AVOCADOS,RAW,FLORIDA",AVOCADOS,RAW,9039,"1 cup, pureed",10,120,7.82,0,10.06,5.6,351,2.23,2,2.42,17.4,78.81
"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS",CEREALS RTE,GENERAL MILLS,8035,".75 cup,  (1 NLEA serving)",323,374,85.1,0,3.2,5.6,206,5.3,772,35,19.4,2.2
"SNACKS,SHRIMP CRACKER",SNACKS,SHRIMP CRACKER,25070,,20,426,59.09,2,17.86,5.6,193,7.14,571,21.43,0,13.6
"CANDIES,MARS SNACKFOOD US,M&M'S ALMOND CHOC CANDIES",CANDIES,MARS SNACKFOOD US,42227,"1 serving, 1.31 oz bag",155,522,60.5,8,27.76,5.6,381,7.53,45,49.22,0.6,2.52
"BREAD,WHEAT,SPROUTED,TSTD",BREAD,WHEAT,28317,"1 slice,  1 serving",0,205,36.82,0,0,5.7,215,14.3,515,2.86,0,46.61
"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",PEANUT BUTTER,CHUNKY,16156,2 tbsp,45,593,17.69,0,51.47,5.7,744,26.06,366,10.94,0,1.48
"MORNINGSTAR FARMS CHIK'N GRILL VEGGIE PATTIES,FRZ,UNPREP",MORNINGSTAR FARMS CHIK'N GRILL VEGGIE PATTIES,FRZ,16588,1 patty,54,118,10.2,0,4.8,5.7,320,12.8,519,0.2,0,70.8
"MORNINGSTAR FARMS GRILLERS CHIK'N VEGGIE PATTIES,FRZ,UNPREP",MORNINGSTAR FARMS GRILLERS CHIK'N VEGGIE PATTIES,FRZ,16601,1 patty,54,118,10.2,0,4.8,5.7,320,12.8,519,0.2,0,70.8
"USDA CMDTY,PNUT BUTTER,SMOOTH",USDA CMDTY,PNUT BUTTER,16167,2 tbsp,54,588,23.98,0,49.54,5.7,592,21.93,476,6.5,0,1.55
"COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT",COOKIES,GRAHAM CRACKERS,28302,1 serving,429,386,77.96,0,5.71,5.7,171,5.71,629,22.86,0,8.01
"SNACKS,GRANOLA BITES,MXD FLAVORS",SNACKS,GRANOLA BITES,25036,1 package,41,451,66.27,0,17.5,5.7,285,7.17,167,30,0.2,7.88
"SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)",SNACKS,TORTILLA CHIPS,43566,"1 cup, crushed",159,465,73.4,0,15.2,5.7,272,8.7,564,0.53,0.2,1.3
"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,DRY",CEREALS,OATS,8132,1 packet,228,360,76.33,0,4.03,5.7,362,8.45,462,37.14,0.7,8.44
"SUNFLOWER SD BUTTER,WO/SALT",SUNFLOWER SD BUTTER,WO/SALT,12040,1 tbsp,64,617,23.32,0,55.2,5.7,576,17.28,3,10.54,2.7,0.62
"SUNFLOWER SD BUTTER,W/SALT",SUNFLOWER SD BUTTER,W/SALT,12540,1 tbsp,64,617,23.32,0,55.2,5.7,576,17.28,331,10.54,2.7,0.62
"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT",ARTICHOKES,(GLOBE OR FRENCH),11702,"1 artichoke,  medium",21,51,11.39,0,0.34,5.7,286,2.89,296,0.99,7.4,84.08
"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,WO/SALT",ARTICHOKES,(GLOBE OR FRENCH),11008,"1 artichoke,  medium",21,53,11.95,0,0.34,5.7,286,2.89,60,0.99,7.4,84.08
"SWEET POTATOES,FRENCH FR,FRZ AS PACKAGED,SALT ADDED",SWEET POTATOES,FRENCH FR,31023,12 fries,52,182,35.58,0,8.92,5.7,409,2.16,146,12.9,7.5,51.97
"CEREALS RTE,GENERAL MILLS,COCOA PUFFS",CEREALS RTE,GENERAL MILLS,8271,".75 cup,  (1 NLEA serving)",370,383,83.7,0,5.2,5.7,272,5.6,564,37.2,22.2,1.8
"PEAS,GREEN,RAW",PEAS,GREEN,11304,1 cup,25,81,14.45,0,0.4,5.7,244,5.42,5,5.67,40,78.86
"FORMULATED BAR,POWER BAR,CHOC",FORMULATED BAR,POWER BAR,25017,1 bar,504,363,69.63,0,3.11,5.7,362,14.15,308,30.07,92.3,9.83
"CANDIES,MILK CHOC COATD COFFEE BNS",CANDIES,MILK CHOC COATD COFFEE BNS,19279,1 oz,169,549,55.25,20,33.18,5.7,413,7.41,70,50.75,0,2.42
"CEREALS RTE,POST HONEY BUNCHES OF OATS W/ CINN BUNCHES",CEREALS RTE,POST HONEY BUNCHES OF OATS W/ CINN BUNCHES,8665,".75 cup,  (1 NLEA serving)",36,400,82.8,0,5,5.8,184,7.1,464,20.4,0.4,2.8
"BREAD,RYE",BREAD,RYE,18060,1 oz,73,259,48.3,0,3.3,5.8,166,8.5,603,3.85,0.4,37.3
"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY",CEREALS,QUAKER,8436,"1 packet,  (1 NLEA serving)",235,360,75.68,0,4,5.8,360,9.11,440,35.65,0.7,8.45
"KASHI,TLC,HONEY SESAME CRACKERS",KASHI,TLC,18974,15 cracker,126,398,72.2,0,10.4,5.8,591,8.7,471,16.1,1,3
"CEREALS RTE,GENERAL MILLS,BERRY BERRY KIX",CEREALS RTE,GENERAL MILLS,8274,"1.25 cup,  (1 NLEA serving)",421,376,83.9,0,4.19,5.8,228,6.19,517,21,18.9,2.09
"SNACKS,GENERAL MILLS,CHEX MIX,TRADITIONAL FLAVOR",SNACKS,GENERAL MILLS,19033,1 oz,50,428,75.69,4,10,5.8,209,8.83,696,7.35,0.1,2.98
"CANDIES,SEMISWEET CHOC",CANDIES,SEMISWEET CHOC,19080,1 serving,32,480,63.9,0,30,5.9,365,4.2,11,54.5,0,0.7
POTATO FLOUR,POTATO FLOUR,,11413,1 cup,65,357,83.1,0,0.34,5.9,1001,6.9,55,3.52,3.8,6.52
"SNACKS,GRANOLA BAR,KASHI GOLEAN,CRUNCHY,MXD FLAVORS",SNACKS,GRANOLA BAR,25034,1 bar,434,393,59.58,0,9.23,5.9,300,17.88,486,27.3,19.3,9.43
"SNACKS,POTATO CHIPS,RED FAT",SNACKS,POTATO CHIPS,19422,1 oz,21,471,66.9,0,20.8,5.9,1744,7.1,492,0.22,25.7,1
"CEREALS RTE,GENERAL MILLS,FRUITY CHEERIOS",CEREALS RTE,GENERAL MILLS,8583,".75 cup,  (1 NLEA serving)",370,381,84.19,0,4.59,5.9,214,5.8,501,32.2,55.6,2.2
"KASHI PIZZA,GREEK TZATZIKI,SINGLE SERVE,FRZ,UNPREP",KASHI PIZZA,GREEK TZATZIKI,21513,1 pizza,116,203,29.7,10,6.6,5.9,185,11.1,322,2.7,0,46.3
"BREAD,WHOLE-WHEAT,PREP FROM RECIPE",BREAD,WHOLE-WHEAT,18077,1 oz,33,278,51.4,0,5.4,6,314,8.4,346,3.84,0,32.7
"CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS",CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS,8389,"1 cup,  (1 NLEA serving)",43,349,79,0,1.8,6,222,10,8,21.8,0,3
"BREAD,WHOLE-WHEAT,COMM. PREPARED",BREAD,WHOLE-WHEAT,18075,1 slice,161,252,42.71,0,3.5,6,254,12.45,455,4.34,0,39.01
"CEREALS,QUAKER,INST OATMEAL,FRUIT & CRM VAR,DRY",CEREALS,QUAKER,8225,1 packet,307,379,75.42,0,6.37,6,280,8.3,499,31.27,0.3,6.56
"SOYBEANS,MATURE CKD,BLD,WO/SALT",SOYBEANS,MATURE CKD,16109,1 cup,102,172,8.36,0,8.97,6,515,18.21,1,3,1.7,62.55
"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",SOYBEANS,MATURE SEEDS,16409,1 cup,102,172,8.36,0,8.97,6,515,18.21,237,2.36,1.7,62.55
"PUMPKIN&SQUASH SD KRNLS,DRIED",PUMPKIN&SQUASH SD KRNLS,DRIED,12014,1 cup,46,559,10.71,0,49.05,6,809,30.23,7,1.4,1.9,5.23
"CEREALS RTE,GENERAL MILLS,MULTI GRAIN CHEERIOS,PNUT BUTTER",CEREALS RTE,GENERAL MILLS,8682,".75 cup,  (1 NLEA serving)",357,390,82,0,6.19,6,297,6.8,447,32.5,21.4,2
"KASHI BLACK BEAN MANGO,FRZ,UNPREP",KASHI BLACK BEAN MANGO,FRZ,22979,1 entree,29,115,18,1,3,6,127,3,134,3,21,75
"WORTHINGTON FOODS,MORNINGSTAR FARMS,SPICY BLACK BEAN BURGER",WORTHINGTON FOODS,MORNINGSTAR FARMS,22123,1 burger,91,168,19.1,2,6.1,6,385,14.6,489,1.8,0,56.5
"KASHI PIZZA,TIKKA MASALA,SINGLE SERVE,FRZ,UNPREP",KASHI PIZZA,TIKKA MASALA,21514,1 pizza,97,191,29.5,8,5.9,6,236,10.2,247,4,0,49
"BREAD,PITA,WHOLE-WHEAT",BREAD,PITA,18042,"1 pita,  large (6-1/2"" dia)",15,262,55.89,0,1.71,6.1,170,9.8,527,2.87,0,30.6
WASABI,WASABI,,27064,1 tablespoon,41,292,46.13,0,10.9,6.1,182,2.23,3390,13.2,0,31.7
"GARDENBURGER BLACK BEAN CHIPOTLE BURGER,FRZ,UNPREP",GARDENBURGER BLACK BEAN CHIPOTLE BURGER,FRZ,16570,1 patty,49,133,22,0,3.9,6.1,223,6.5,545,3.6,0,65.5
VEGETARIAN FILLETS,VEGETARIAN FILLETS,,43134,1 fillet,95,290,9,0,18,6.1,600,23,490,0.8,0,45
"PUDDINGS,CHOC FLAVOR,LO CAL,INST,DRY MIX",PUDDINGS,CHOC FLAVOR,44061,1 serving,126,356,78.2,0,2.4,6.1,1279,5.3,2838,0.7,0,4.2
"ROLLS,HAMBURGER OR HOT DOG,WHL WHEAT",ROLLS,HAMBURGER OR HOT DOG,28313,1 roll,198,269,44.93,0,4.38,6.1,242,12.38,427,5.92,1.3,35.92
