Desc,Desc - Split 1,Desc - Split 2,ID,Portion,Calcium,Calories,Carbs,Chol,Fat,Fiber,Potassium,Protein,Sodium,Sugar,Vitamin C,Water
"CHICKEN PATTY,FRZ,UNCKD",CHICKEN PATTY,FRZ,5323,1 patty,20,292,13.61,45,20.04,1.2,248,14.33,518,0,0,50.04
"CHICKEN PATTY,FRZ,CKD",CHICKEN PATTY,FRZ,5324,1 patty,19,287,12.84,43,19.58,0.3,261,14.85,532,0,0,50.82
"CHICKEN BREAST TENDERS,BREADED,CKD,MICROWAVED",CHICKEN BREAST TENDERS,BREADED,5326,1 piece,14,252,17.56,45,12.89,0,225,16.35,446,0,0,51.34
"CHICKEN BREAST TENDERS,BREADED,UNCKD",CHICKEN BREAST TENDERS,BREADED,5327,1 piece,19,263,15.01,41,15.75,1.1,214,14.73,536,0.37,0.8,52.74
"CHICKEN,GROUND,RAW",CHICKEN,GROUND,5332,"4 oz, crumbled",6,143,0.04,86,8.1,0,522,17.44,60,0,0,73.24
"CHICKEN,GROUND,CRUMBLES,CKD,PAN-BROWNED",CHICKEN,GROUND,5333,"3 oz, crumbled",8,189,0,107,10.92,0,677,23.28,75,0,0,64.92
"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH,MEAT ONLY",CHICKEN,BROILER,5334,1 thigh,13,193,0,128,10.74,0,262,24.09,335,0,0,64.35
"CHICK,FEET,BOILED",CHICK,FEET,5335,1 oz,88,215,0.2,84,14.6,0,31,19.4,67,0,0,65.8
"USDA CMDTY CHICK,CND,MEAT ONLY,DRND",USDA CMDTY CHICK,CND,5336,"1 cup,  drained",12,162,0,83,5.72,0,189,27.52,271,0,0,67.29
"USDA CMDTY,CHICK,CND,MEAT ONLY,W/ H2O",USDA CMDTY,CHICK,5337,"1 cup,  drained",10,129,0,67,4.58,0,151,22.02,251,0,0,73.31
"USDA CMDTY,CHICK,CND,MEAT ONLY,W/ BROTH",USDA CMDTY,CHICK,5338,"1 cup,  drained",10,133,0.23,67,4.69,0,168,22.41,256,0.03,0,72.55
"CHICKEN,BROILER,ROTISSERIE,BBQ,WING,MEAT ONLY",CHICKEN,BROILER,5339,1 wing,32,184,0.54,134,7.79,0,322,28.34,725,0.53,0,62.87
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,ROTISSERIE,ORI",CHICKEN,BROILERS OR FRYERS,5341,"1 serving,  (3 oz)",38,205,0,123,11.54,0,309,25.34,661,0,0,61.24
"CKN,BRLERS/FRYERS,BRST,MT ONLY,CKD,ROTISSERIE,ORIG SEASONING",CKN,BRLERS/FRYERS,5342,3 oz,13,137,0,86,2.79,0,303,28,313,0,0,68.23
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,ROTISSERIE,",CHICKEN,BROILERS OR FRYERS,5343,1 drumstick,21,176,0,160,6.81,0,301,28.74,417,0,0,63.05
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,ROTISSERIE,ORIGINAL",CHICKEN,BROILERS OR FRYERS,5344,1 oz,25,406,0.11,141,37.24,0,245,17.66,381,0.11,0,43.76
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,ROTISSERIE,OR",CHICKEN,BROILERS OR FRYERS,5345,1 thigh,13,196,0,130,11.09,0,264,24.06,337,0,0,63.89
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,ROTISSERIE,ORI",CHICKEN,BROILERS OR FRYERS,5346,1 wing,32,197,0,140,9.53,0,322,27.69,725,0,0,61.13
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT & SKN,CKD,ROTISSERIE,OR",CHICKEN,BROILERS OR FRYERS,5347,1 back,35,260,0.03,128,18.59,0,291,23.23,584,0.03,0,56.44
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT & SKN,CKD,ROTISSERIE,",CHICKEN,BROILERS OR FRYERS,5348,"1 serving,  (3 oz)",15,184,0.02,96,8.18,0,289,27.48,347,0.02,0,63.49
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT & SKN,CKD,ROTISSERIE",CHICKEN,BROILERS OR FRYERS,5349,1 drumstick,21,215,0.02,156,11.98,0,291,26.86,411,0.02,0,59.78
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT & SKN,CKD,ROTISSERIE,O",CHICKEN,BROILERS OR FRYERS,5351,1 thigh,15,233,0.02,132,15.7,0,260,22.93,345,0.02,0,60.34
"CHICKEN,BROILERS OR FRYERS,WING,MEAT & SKN,CKD,ROTISSERIE,OR",CHICKEN,BROILERS OR FRYERS,5352,1 wing,29,266,0.04,140,18.77,0,296,24.34,610,0.04,0,55.34
"USDA CMDTY,CHICK FAJITA STRIPS,FRZ",USDA CMDTY,CHICK FAJITA STRIPS,5353,1 strip,13,135,2.23,88,5.73,0,284,18.56,799,0,0,70.6
"USDA CMDTY,TURKEY TACO MEAT,FRZ,CKD",USDA CMDTY,TURKEY TACO MEAT,5354,3 oz,69,148,3.03,71,7.58,0,297,16.8,632,0,0,70
"CHICKEN,BROILER,ROTISSERIE,BBQ,SKIN",CHICKEN,BROILER,5356,1 serving,34,378,0.7,120,35.15,0,223,15.19,335,0.7,0,47.81
"CHICKEN,BROILER,ROTISSERIE,BBQ,BACK MEAT & SKN",CHICKEN,BROILER,5357,3 oz,33,251,0.4,118,18.86,0,254,20.29,509,0.4,0,59.41
"CHICKEN,BROILER,ROTISSERIE,BBQ,BREAST MEAT & SKN",CHICKEN,BROILER,5358,3 oz,16,175,0.09,90,7.67,0,276,26.37,329,0.09,0,65.19
"CHICKEN,BROILER,ROTISSERIE,BBQ,DRUMSTK MEAT & SKN",CHICKEN,BROILER,5359,1 drumstick,22,206,0.12,149,11.46,0,279,25.65,392,0.12,0,61.42
"CHICKEN,BROILER,ROTISSERIE,BBQ,THIGH MEAT & SKN",CHICKEN,BROILER,5361,1 thigh,16,226,0.12,127,15.08,0,255,22.51,335,0.12,0,61.41
"CHICKEN,BROILER,ROTISSERIE,BBQ,WING MEAT & SKN",CHICKEN,BROILER,5362,1 wing,33,257,0.6,129,18.04,0,285,23.42,579,0.6,0,57.23
"RUFFED GROUSE,BREAST MEAT,SKINLESS,RAW",RUFFED GROUSE,BREAST MEAT,5363,4 oz,5,112,0,40,0.88,0,311,25.94,50,0,0,72.93
"USDA COMMODITY,TURKEY HAM,DK MEAT,SMOKED,FRZ",USDA COMMODITY,TURKEY HAM,5600,1 oz,7,118,3.1,64,4,0,253,16.3,909,1.2,0,73.5
"EMU,GROUND,RAW",EMU,GROUND,5621,1 patty,7,134,0,69,4.03,0,320,22.77,56,0,0,72.87
"EMU,GROUND,CKD,PAN-BROILED",EMU,GROUND,5622,"1 patty,  (yield from 135.8 g raw meat)",8,163,0,87,4.65,0,375,28.43,65,0,0,65.83
"EMU,FAN FILLET,RAW",EMU,FAN FILLET,5623,"1 serving,  ( 3 oz )",3,103,0,71,0.8,0,300,22.5,120,0,0,74.62
"EMU,FAN FILLET,CKD,BRLD",EMU,FAN FILLET,5624,"1 serving,  ( 3 oz )",6,154,0,82,2.3,0,397,31.27,53,0,0,66.43
"EMU,FLAT FILLET,RAW",EMU,FLAT FILLET,5625,3 oz,3,102,0,71,0.74,0,240,22.25,150,0,0,75.4
"EMU,FULL RUMP,RAW",EMU,FULL RUMP,5626,3 oz,4,112,0,85,1.64,0,330,22.83,90,0,0,73.79
"EMU,FULL RUMP,CKD,BRLD",EMU,FULL RUMP,5627,"1 serving,  ( 3 oz )",7,168,0,129,2.68,0,324,33.67,110,0,0,61.97
"EMU,INSIDE DRUM,RAW",EMU,INSIDE DRUM,5628,3 oz,4,108,0,67,1.49,0,318,22.22,102,0,0,74.73
"EMU,INSIDE DRUMS,CKD,BRLD",EMU,INSIDE DRUMS,5629,"1 serving,  ( 3 oz )",6,156,0,91,2.01,0,312,32.38,118,0,0,64.31
"EMU,OUTSIDE DRUM,RAW",EMU,OUTSIDE DRUM,5630,3 oz,3,103,0,78,0.48,0,320,23.08,100,0,0,74.87
"EMU,OYSTER,RAW",EMU,OYSTER,5631,3 oz,4,141,0,81,4.86,0,250,22.81,150,0,0,72.57
"EMU,TOP LOIN,CKD,BRLD",EMU,TOP LOIN,5632,"1 serving,  ( 3 oz )",9,152,0,88,3.13,0,374,29.07,58,0,0,67.37
"OSTRICH,GROUND,RAW",OSTRICH,GROUND,5641,1 patty,7,165,0,71,8.7,0,291,20.22,72,0,0,71.07
"OSTRICH,GROUND,CKD,PAN-BROILED",OSTRICH,GROUND,5642,1 patty,8,175,0,83,7.07,0,323,26.15,80,0,0,67.12
"OSTRICH,FAN,RAW",OSTRICH,FAN,5643,"1 serving,  ( cooked from 4oz raw)",6,117,0,73,2.65,0,308,21.81,75,0,0,75.93
"OSTRICH,INSIDE LEG,RAW",OSTRICH,INSIDE LEG,5644,"1 serving,  ( cooked from 4 oz raw )",5,111,0,66,1.72,0,320,22.39,72,0,0,75.97
"OSTRICH,INSIDE LEG,CKD",OSTRICH,INSIDE LEG,5645,"1 serving,  ( 3 oz )",6,141,0,73,1.94,0,352,29.01,83,0,0,69.95
"OSTRICH,INSIDE STRIP,RAW",OSTRICH,INSIDE STRIP,5646,"1 serving,  (cooked from 4 oz raw)",5,127,0,73,2.87,0,330,23.69,76,0,0,74.16
"OSTRICH,INSIDE STRIP,CKD",OSTRICH,INSIDE STRIP,5647,"1 serving,  ( 3 oz )",5,164,0,97,4.26,0,366,29.37,73,0,0,66.53
"OSTRICH,OUTSIDE LEG,RAW",OSTRICH,OUTSIDE LEG,5648,"1 serving,  (cooked from 4 oz raw)",5,115,0,65,1.96,0,322,22.86,90,0,0,75.59
"OSTRICH,OUTSIDE STRIP,RAW",OSTRICH,OUTSIDE STRIP,5649,"1 serving,  (cooked from 4 oz raw)",5,120,0,79,2.21,0,333,23.36,70,0,0,74.58
"OSTRICH,OUTSIDE STRIP,CKD",OSTRICH,OUTSIDE STRIP,5650,"1 serving,  ( 3 oz )",5,156,0,93,3.83,0,367,28.55,72,0,0,66.88
"OSTRICH,OYSTER,RAW",OSTRICH,OYSTER,5651,"1 serving,  ( cooked from 4 oz raw)",6,125,0,73,3.67,0,297,21.55,83,0,0,75.62
"OSTRICH,OYSTER,CKD",OSTRICH,OYSTER,5652,"1 serving,  ( 3 oz )",6,159,0,90,3.97,0,409,28.81,81,0,0,67.55
"OSTRICH,RND,RAW",OSTRICH,RND,5653,"1 serving,  (cooked from 4 oz raw)",5,116,0,71,2.4,0,315,21.99,72,0,0,75.68
"OSTRICH,TENDERLOIN,RAW",OSTRICH,TENDERLOIN,5654,"1 serving,  (cooked from 4 oz raw)",6,123,0,80,3.19,0,320,22.07,86,0,0,74.5
"OSTRICH,TIP RAW",OSTRICH,TIP RAW,5655,"1 serving,  ( cooked from 4 oz raw)",5,114,0,72,2.3,0,310,21.85,67,0,0,76.12
"OSTRICH,TIP CKD",OSTRICH,TIP CKD,5656,"1 serving,  ( 3 oz )",6,145,0,85,2.57,0,362,28.49,80,0,0,68.51
"OSTRICH,TOP LOIN,RAW",OSTRICH,TOP LOIN,5657,"1 serving,  (cooked from 4 oz raw)",6,119,0,75,2.95,0,312,21.67,81,0,0,75.35
"OSTRICH,TOP LOIN,CKD",OSTRICH,TOP LOIN,5658,"1 serving,  ( 3 oz )",6,155,0,93,3.87,0,353,28.12,77,0,0,67.95
"CHICKEN,LIVER,ALL CLASSES,CKD,PAN-FRIED",CHICKEN,LIVER,5661,1 liver,10,172,1.11,564,6.43,0,315,25.78,92,0,2.7,65.22
"GROUND TURKEY,FAT FREE,RAW",GROUND TURKEY,FAT FREE,5662,"1 patty,  (cooked from 4 oz raw)",3,112,0,55,1.95,0,295,23.57,51,0,0,74.66
"GROUND TURKEY,FAT FREE,PAN-BROILED CRUMBLES",GROUND TURKEY,FAT FREE,5663,3 oz,6,151,0,71,2.71,0,357,31.69,61,0,0,65.76
"GROUND TURKEY,FAT FREE,PATTIES,BRLD",GROUND TURKEY,FAT FREE,5664,1 patty,6,138,0,65,2.48,0,339,28.99,59,0,0,68.4
"GROUND TURKEY,93% LN,7% FAT,RAW",GROUND TURKEY,93% LN,5665,1 oz,21,150,0,74,8.34,0,213,18.73,69,0,0,72.63
"GROUND TURKEY,93% LN,7% FAT,PAN-BROILED CRUMBLES",GROUND TURKEY,93% LN,5666,3 oz,31,213,0,104,11.6,0,304,27.1,90,0,0,61.05
"GROUND TURKEY,93% LN,7% FAT,PATTIES,BRLD",GROUND TURKEY,93% LN,5667,3 oz,29,207,0,106,11.45,0,247,25.86,91,0,0,62.42
"GROUND TURKEY,85% LN,15% FAT,RAW",GROUND TURKEY,85% LN,5668,"1 patty,  (cooked from 4 oz raw)",33,180,0,78,12.54,0,202,16.9,54,0,0,69.74
"GROUND TURKEY,85% LN,15% FAT,PAN-BROILED CRUMBLES",GROUND TURKEY,85% LN,5669,3 oz,49,258,0,106,17.45,0,276,25.11,85,0,0,56.66
"GROUND TURKEY,85% LN,15% FAT,PATTIES,BRLD",GROUND TURKEY,85% LN,5670,3 oz,48,249,0,105,16.2,0,242,25.88,81,0,0,58.25
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT OLY,CKD,BRSD",CHICKEN,BROILERS OR FRYERS,5671,"1 drumstick, without skin",12,149,0,132,5.95,0,239,23.93,117,0,0,69.94
"CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT ONLY,CKD,BRSD",CHICKEN,BROILERS OR FRYERS,5672,"1 thigh, without skin",12,176,0,141,8.63,0,266,24.55,77,0,0,66.87
"CHICKEN,SKN (DRUMSTICKS & THIGHS),CKD,BRSD",CHICKEN,SKN (DRUMSTICKS & THIGHS),5673,1 oz,9,443,0,130,42.76,0,161,14.61,75,0,0,42.09
"CHICKEN,SKN (DRUMSTICKS & THIGHS),RAW",CHICKEN,SKN (DRUMSTICKS & THIGHS),5674,1 oz,6,440,0.79,105,44.23,0,119,9.58,51,0,0,44.91
"CHICKEN,SKN (DRUMSTICKS & THIGHS),CKD,RSTD",CHICKEN,SKN (DRUMSTICKS & THIGHS),5675,1 oz,10,462,0,132,43.99,0,181,16.57,85,0,0,39.45
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MT & SKN,CKD,BRSD",CHICKEN,BROILERS OR FRYERS,5676,"1 drumstick, without skin",12,187,0,132,10.73,0,229,22.72,111,0,0,66.33
"CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT & SKN,CKD,BRSD",CHICKEN,BROILERS OR FRYERS,5677,"1 thigh, without skin",11,229,0,139,15.43,0,245,22.57,76,0,0,61.93
"CHICKEN,DK MEAT,DRUMSTK,MEAT ONLY,W/ ADDED SOLN,RAW",CHICKEN,DK MEAT,5678,"1 drumstick, with skin",9,106,0,92,3.26,0,192,19.19,152,0,0,77.71
"CHICKEN,DK MEAT,DRUMSTK,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",CHICKEN,DK MEAT,5679,"1 drumstick, without skin",12,146,0,124,5,0,250,25.34,190,0,0,69.5
"CHICKEN,DK MEAT,DRUMSTK,MEAT ONLY,W/ ADDED SOLN,CKD,BRSD",CHICKEN,DK MEAT,5680,"1 drumstick, without skin",14,149,0,135,6.33,0,229,22.99,169,0,0,70.18
"CHICKEN,DK MEAT,THIGH,MEAT ONLY,W/ ADDED SOLN,CKD,BRSD",CHICKEN,DK MEAT,5681,3 oz,12,164,0,126,7.96,0,290,23,197,0,0,68.62
"CHICKEN,DK MEAT,THIGH,MEAT ONLY,W/ ADDED SOLN,RAW",CHICKEN,DK MEAT,5682,3 oz,8,110,0,87,3.69,0,234,19.11,156,0,0,77.16
"CHICKEN,DK MEAT,THIGH,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",CHICKEN,DK MEAT,5683,"1 thigh, with skin",10,164,0,122,7.73,0,268,24.23,177,0,0,67.86
"CHICKEN,SKN (DRUMSTICKS & THIGHS),W/ ADDED SOLN,CKD,BRSD",CHICKEN,SKN (DRUMSTICKS & THIGHS),5684,1 oz,14,403,1,124,38.94,0,146,12.26,139,0,0,46.96
"CHICKEN,SKN (DRUMSTICKS & THIGHS),W/ ADDED SOLN,RAW",CHICKEN,SKN (DRUMSTICKS & THIGHS),5685,1 oz,7,386,0.01,113,37.9,0,101,11.11,139,0,0,50.37
"CHICKEN,SKN (DRUMSTICKS & THIGHS),W/ ADDED SOLN,CKD,RSTD",CHICKEN,SKN (DRUMSTICKS & THIGHS),5686,1 oz,15,421,0.44,154,37.6,0,198,20.31,162,0,0,40.73
"CHICKEN,DK MEAT,DRUMSTK,MEAT & SKN,W/ ADDED SOLN,CKD,BRSD",CHICKEN,DK MEAT,5687,"1 drumstick, with skin",14,183,0.13,133,10.71,0,218,21.55,165,0,0,67.06
"CHICKEN,DK MEAT,DRUMSTK,MEAT & SKN,W/ ADDED SOLN,RAW",CHICKEN,DK MEAT,5688,"1 drumstick, with skin",8,146,0,95,8.24,0,179,18.03,150,0,0,73.79
"CHICKEN,DK MEAT,DRUMSTK,MEAT & SKN,W/ ADDED SOLN,CKD,RSTD",CHICKEN,DK MEAT,5689,"1 drumstick, with skin",13,180,0.05,128,9,0,244,24.72,186,0,0,65.97
"CHICKEN,DK MEAT,THIGH,MEAT & SKN,W/ ADDED SOLN,CKD,BRSD",CHICKEN,DK MEAT,5690,3 oz,12,215,0.21,125,14.62,0,259,20.7,185,0,0,63.97
"CHICKEN,DK MEAT,THIGH,MEAT & SKN,W/ ADDED SOLN,RAW",CHICKEN,DK MEAT,5691,3 oz,8,197,0,95,14.58,0,191,16.56,151,0,0,68.63
"CHICKEN,DK MEAT,THIGH,MEAT & SKN,W/ ADDED SOLN,CKD,RSTD",CHICKEN,DK MEAT,5692,"1 thigh, with skin",11,214,0.09,128,13.81,0,254,23.47,174,0,0,62.6
"CHICKEN,BROILER,ROTISSERIE,BBQ,BACK MEAT ONLY",CHICKEN,BROILER,5693,3 oz,33,212,0.31,117,13.87,0,263,21.85,563,0.31,0,62.96
"TURKEY,DK MEAT FROM WHL,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,DK MEAT FROM WHL,5694,4 oz,15,115,0.1,79,4.12,0,226,19.27,167,0.1,0,75.86
"TURKEY,DK MEAT,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",TURKEY,DK MEAT,5695,3 oz,16,158,0,105,6,0,227,26.1,201,0,0,66.85
"TURKEY FROM WHL,LT MEAT,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY FROM WHL,LT MEAT,5696,4 oz,14,101,0,54,1.66,0,242,21.54,206,0.05,0,76.42
"TURKEY FROM WHL,LT MEAT,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",TURKEY FROM WHL,LT MEAT,5697,3 oz,13,127,0,69,2.08,0,249,26.97,238,0,0,70.18
"TURKEY,SKN FROM WHL (LIGHT & DARK),W/ ADDED SOLN,RAW",TURKEY,SKN FROM WHL (LIGHT & DARK),5698,1 oz,13,381,0.21,94,36.8,0,107,12.29,138,0.1,0,50
"TURKEY,SKN FROM WHL,(LIGHT & DARK),W/ ADDED SOLN,RSTD",TURKEY,SKN FROM WHL,5699,1 oz,25,451,0,144,40.31,0,263,22.15,234,0,0,36.92
"TURKEY,DK MEAT FROM WHL,MEAT & SKN,W/ ADDED SOLN,RAW",TURKEY,DK MEAT FROM WHL,5700,4 oz,14,169,0.15,82,10.83,0,202,17.84,161,0.1,0,70.55
"TURKEY,DK MEAT FROM WHL,MEAT & SKN,W/ ADDED SOLN,CKD,RSTD",TURKEY,DK MEAT FROM WHL,5701,3 oz,17,199,0,110,10.81,0,232,25.55,206,0,0,62.66
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,W/ ADDED SOLN,RAW",TURKEY FROM WHL,LT MEAT,5702,4 oz,14,147,0.14,60,7.42,0,220,20.02,195,0.06,0,72.09
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,W/ ADDED SOLN,CKD,RSTD",TURKEY FROM WHL,LT MEAT,5703,3 oz,14,157,0,76,5.64,0,250,26.52,237,0,0,67.09
"TURKEY,WHL,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,WHL,5704,3 oz,14,105,0.14,61,2.39,0,237,20.87,194,0.06,0,76.25
"TURKEY,WHL,MEAT ONLY,W/ ADDED SOLN,RSTD",TURKEY,WHL,5705,3 oz,14,140,0,84,3.7,0,239,26.61,223,0,0,68.81
"TURKEY,WHL,MEAT & SKN,W/ ADDED SOLN,RAW",TURKEY,WHL,5706,3 oz,14,158,0.15,70,9.1,0,211,19.03,180,0.08,0,71.26
"TURKEY,WHL,MEAT & SKN,W/ ADDED SOLN,RSTD",TURKEY,WHL,5707,3 oz,15,176,0,91,8.01,0,242,26.09,224,0,0,65.05
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,RTL PARTS,5708,1 breast,8,111,0,60,2.53,0,237,21.99,124,0,0,75.95
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,W/ ADDED SOLN,CKD,RSTD",TURKEY,RTL PARTS,5709,3 oz,15,130,0,74,2.08,0,264,27.94,184,0,0,69.99
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,RAW",TURKEY,RTL PARTS,5710,3 oz,9,114,0,53,2.33,0,267,23.34,74,0,0,74.66
"TURKEY,RTL PARTS,BREAST,MEAT ONLY,CKD,RSTD",TURKEY,RTL PARTS,5711,1 breast,14,136,0,70,1.97,0,297,29.51,114,0,0,67.53
"TURKEY,RTL PARTS,WING,MEAT ONLY,RAW",TURKEY,RTL PARTS,5712,3 oz,6,112,0,66,2.49,0,222,22.48,69,0,0,75.05
"TURKEY,RTL PARTS,WING,MEAT ONLY,CKD,RSTD",TURKEY,RTL PARTS,5713,3 oz,12,170,0,97,5.51,0,207,30.17,103,0,0,64.04
"TURKEY,SKN,FROM RTL PARTS,FROM DK MEAT,RAW",TURKEY,SKN,5714,1 oz,4,380,0,111,35.83,0,93,14.35,78,0,0,50.08
"TURKEY,SKN,FROM RTL PARTS,FROM DK MEAT,CKD,RSTD",TURKEY,SKN,5715,1 oz,6,414,0,139,35.03,0,225,24.58,106,0,0,39.42
"TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,RAW",TURKEY,RTL PARTS,5716,3 oz,10,118,0,79,3.97,0,220,20.52,87,0,0,75.67
"TURKEY,RTL PARTS,THIGH,MEAT ONLY,RAW",TURKEY,RTL PARTS,5717,3 oz,4,116,0,78,3.69,0,269,20.6,75,0,0,75.62
"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",TURKEY,BREAST,5718,3 oz,13,127,0,69,2.08,0,249,26.97,238,0,0,70.18
"TURKEY,BACK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,BACK,5719,4 oz,15,115,0.15,79,4.12,0,226,19.27,167,0.1,0,75.86
"TURKEY,BACK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",TURKEY,BACK,5720,3 oz,13,127,0,69,2.08,0,249,26.97,238,0,0,70.18
"TURKEY,BREAST,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,BREAST,5721,4 oz,14,102,0.14,54,1.66,0,242,21.54,206,0.05,0,76.42
"TURKEY,RTL PARTS,THIGH,MEAT ONLY,CKD,RSTD",TURKEY,RTL PARTS,5722,3 oz,4,159,0.46,116,6.25,0,296,25.14,104,0,0,66.98
"TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,CKD,RSTD",TURKEY,RTL PARTS,5723,3 oz,17,173,0,118,6.52,0,257,28.61,112,0,0,65.14
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,DRUMSTK,5724,4 oz,15,115,0.15,79,4.12,0,226,19.27,167,0.1,0,75.86
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",TURKEY,DRUMSTK,5725,3 oz,16,158,0,105,6,0,227,26.1,201,0,0,66.85
"TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,THIGH,5726,3 oz,15,115,0.15,79,4.12,0,226,19.27,167,0.1,0,75.86
"TURKEY,RTL PARTS,BREAST,MEAT & SKN,W/ ADDED SOLN,RAW",TURKEY,RTL PARTS,5727,3 oz,9,144,0.03,64,6.75,0,221,20.79,126,0.01,0,72.76
"TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",TURKEY,THIGH,5728,3 oz,16,158,0,105,6,0,227,26.1,201,0,0,66.85
"TURKEY,WING,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RAW",TURKEY,WING,5729,3 oz,14,102,0.14,54,1.66,0,242,21.54,206,0.05,0,76.42
"TURKEY,WING,FROM WHL BIRD,MEAT ONLY,W/ ADDED SOLN,RSTD",TURKEY,WING,5730,3 oz,13,127,0,69,2.08,0,249,26.97,238,0,0,70.18
"TURKEY,RTL PARTS,BREAST,MEAT & SKN,RAW",TURKEY,RTL PARTS,5732,3 oz,9,155,0,63,7.45,0,247,21.88,72,0,0,70.98
"TURKEY,RTL PARTS,BREAST,MEAT & SKN,CKD,RSTD",TURKEY,RTL PARTS,5733,3 oz,15,164,0.05,79,5.33,0,292,29.01,114,0,0,64.59
"TURKEY,RTL PARTS,WING,MEAT & SKN,RAW",TURKEY,RTL PARTS,5734,3 oz,8,202,0.05,84,13.79,0,192,19.53,67,0.03,0,66.78
"TURKEY,RTL PARTS,WING,MEAT & SKN,CKD,RSTD",TURKEY,RTL PARTS,5735,3 oz,14,235,0.13,115,13.29,0,215,28.74,106,0,0,57.34
"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW",TURKEY,RTL PARTS,5736,3 oz,9,141,0,82,6.84,0,208,19.96,86,0,0,73.37
"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,CKD,RSTD",TURKEY,RTL PARTS,5737,3 oz,16,197,0,120,9.37,0,254,28.21,112,0,0,62.57
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RAW",TURKEY,DRUMSTK,5738,3 oz,11,109,0.14,57,1.48,0,242,23.66,113,0.05,0,74.89
"TURKEY,DRUMSTK,FROM WHL BIRD,MEAT ONLY,RSTD",TURKEY,DRUMSTK,5739,3 oz,9,139,0,80,2.08,0,249,30.13,99,0,0,67.88
"TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RAW",TURKEY,THIGH,5740,3 oz,11,108,0.15,79,2.5,0,226,21.28,124,0.1,0,76.01
"TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RSTD",TURKEY,THIGH,5741,3 oz,17,165,0,128,6.04,0,227,27.71,104,0,0,65.23
"TURKEY,RTL PARTS,THIGH,MEAT & SKN,RAW",TURKEY,RTL PARTS,5742,3 oz,4,161,0,83,9.16,0,239,19.54,75,0,0,71.28
"TURKEY,RTL PARTS,THIGH,MEAT & SKN,CKD,RSTD",TURKEY,RTL PARTS,5743,3 oz,4,183,0.41,116,9.5,0,273,23.95,101,0,0,65.12
"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RAW",TURKEY,BACK,5744,4 oz,14,206,0.15,84,15.41,0,185,16.86,157,0.1,0,66.93
"TURKEY,BACK,FROM WHL BIRD,MEAT & SKN,W/ ADDED SOLN,RSTD",TURKEY,BACK,5745,3 oz,15,205,0,87,11.36,0,252,25.8,237,0,0,62.1
